Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Day_of_Week,Vader_Score,temp_list
Inspired by the resilience of a lone tree standing tall in a storm.,positive,2021-04-15 14:20:00,NatureResilient,Facebook,#Resilience #StandingTall,35,70,USA,2021,April,15,14,Thursday,0.2732,"['Inspired', 'by', 'the', 'resilience', 'of', 'a', 'lone', 'tree', 'standing', 'tall', 'in', 'a', 'storm.']"
"Lost in the pages of a captivating novel, transported to another world. ",neutral,2019-09-28 19:45:00,Bookworm,Twitter,#Immersion #CaptivatingNovel,20,40,UK,2019,September,28,19,Saturday,0.0,"['Lost', 'in', 'the', 'pages', 'of', 'a', 'captivating', 'novel,', 'transported', 'to', 'another', 'world.']"
Drenched in nostalgia while flipping through an old family photo album.,neutral,2016-12-05 21:00:00,FamilyHistorian,Instagram,#Nostalgia #FamilyPhotoAlbum,25,50,India,2016,December,5,21,Monday,0.0,"['Drenched', 'in', 'nostalgia', 'while', 'flipping', 'through', 'an', 'old', 'family', 'photo', 'album.']"
Spark of inspiration ignites like a shooting star in the night sky.,positive,2018-02-10 23:30:00,NightSkyWatcher,Facebook,#Spark #InspirationIgnited,30,60,Australia,2018,February,10,23,Saturday,0.7783,"['Spark', 'of', 'inspiration', 'ignites', 'like', 'a', 'shooting', 'star', 'in', 'the', 'night', 'sky.']"
Imbued with gratitude for the simple pleasure of a warm cup of tea.,positive,2023-02-15 08:30:00,TeaEnthusiast,Twitter,#Gratitude #WarmTea,18,35,Japan,2023,February,15,8,Wednesday,0.836,"['Imbued', 'with', 'gratitude', 'for', 'the', 'simple', 'pleasure', 'of', 'a', 'warm', 'cup', 'of', 'tea.']"
Marveling at the kaleidoscope of colors in a vibrant street market.,positive,2015-08-22 15:00:00,MarketExplorer,Instagram,#Marvel #ColorfulStreetMarket,22,45,Brazil,2015,August,22,15,Saturday,0.5267,"['Marveling', 'at', 'the', 'kaleidoscope', 'of', 'colors', 'in', 'a', 'vibrant', 'street', 'market.']"
Awash with serenity as the sun sets over a tranquil lakeside retreat.,positive,2020-11-20 18:45:00,LakesideRetreater,Facebook,#Serenity #TranquilSunset,28,55,Germany,2020,November,20,18,Friday,0.25,"['Awash', 'with', 'serenity', 'as', 'the', 'sun', 'sets', 'over', 'a', 'tranquil', 'lakeside', 'retreat.']"
Drowning in sorrow as memories of lost love resurface.,negative,2019-08-05 21:00:00,LostInLove,Instagram,#Heartbreak #LostLove,15,30,USA,2019,August,5,21,Monday,-0.128,"['Drowning', 'in', 'sorrow', 'as', 'memories', 'of', 'lost', 'love', 'resurface.']"
Numbness sets in as the weight of loneliness grows heavier.,negative,2021-02-12 16:45:00,SolitudeSeeker,Twitter,#Loneliness #HeavyHeart,18,35,Canada,2021,February,12,16,Friday,-0.5994,"['Numbness', 'sets', 'in', 'as', 'the', 'weight', 'of', 'loneliness', 'grows', 'heavier.']"
"Tears fall like raindrops, mourning the end of a cherished friendship. ",positive,2020-11-28 14:20:00,FriendshipsEnd,Facebook,#Grief #LostFriendship,22,45,UK,2020,November,28,14,Saturday,0.5994,"['Tears', 'fall', 'like', 'raindrops,', 'mourning', 'the', 'end', 'of', 'a', 'cherished', 'friendship.']"
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",negative,2016-05-15 22:30:00,LostInDarkness,Instagram,#Despair #EndlessDarkness,28,55,Australia,2016,May,15,22,Sunday,-0.4215,"['Despair', 'clouds', 'the', 'mind,', 'feeling', 'adrift', 'in', 'an', 'endless', 'sea', 'of', 'darkness.']"
"Shattered by betrayal, trust crumbles like fragile glass.          ",negative,2018-09-10 13:15:00,BrokenTrust,Twitter,#Betrayal #ShatteredTrust,22,45,Germany,2018,September,10,13,Monday,-0.2732,"['Shattered', 'by', 'betrayal,', 'trust', 'crumbles', 'like', 'fragile', 'glass.']"
"Aching heart, the symphony of pain plays in the silence of solitude. ",negative,2022-03-20 19:30:00,SilentSufferer,Facebook,#Suffering #HeartacheSymphony,25,50,Brazil,2022,March,20,19,Sunday,-0.6705,"['Aching', 'heart,', 'the', 'symphony', 'of', 'pain', 'plays', 'in', 'the', 'silence', 'of', 'solitude.']"
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",negative,2017-07-18 17:45:00,StormyFeelings,Instagram,#EmotionalStorm #SadnessWhirlwind,30,60,India,2017,July,18,17,Tuesday,-0.3182,"['Emotional', 'storm,', 'a', 'whirlwind', 'of', 'sadness', 'engulfs', 'every', 'thought.']"
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",negative,2018-12-15 10:00:00,LingeringGhost,Twitter,#Regret #HauntedPast,18,35,France,2018,December,15,10,Saturday,-0.7845,"['Haunted', 'by', 'regrets,', 'the', 'ghost', 'of', 'the', 'past', 'lingers', 'relentlessly.']"
"Torn apart by grief, the echoes of loss reverberate through the soul. ",negative,2015-06-28 21:15:00,EchoesOfLoss,Facebook,#Grief #TornApart,28,55,Italy,2015,June,28,21,Sunday,-0.7579,"['Torn', 'apart', 'by', 'grief,', 'the', 'echoes', 'of', 'loss', 'reverberate', 'through', 'the', 'soul.']"
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",positive,2020-04-02 14:20:00,WinterOfEmotions,Instagram,#Isolation #EmotionalWinter,35,70,Japan,2020,April,2,14,Thursday,0.1154,"['Isolation', 'deepens,', 'an', 'emotional', 'winter', 'where', 'warmth', 'is', 'but', 'a', 'distant', 'memory.']"
"Soul-crushing disappointment, hopes shattered like fragile glass. ",negative,2019-10-08 18:30:00,ShatteredHopes,Twitter,#Disappointment #CrushedHopes,20,40,Spain,2019,October,8,18,Tuesday,-0.2732,"['Soul-crushing', 'disappointment,', 'hopes', 'shattered', 'like', 'fragile', 'glass.']"
"Painful echoes of a love once cherished, now lost in the abyss of time. ",positive,2016-11-22 09:45:00,AbyssOfTime,Facebook,#LostLove #PainfulEchoes,22,45,Netherlands,2016,November,22,9,Tuesday,0.5106,"['Painful', 'echoes', 'of', 'a', 'love', 'once', 'cherished,', 'now', 'lost', 'in', 'the', 'abyss', 'of', 'time.']"
"Heartache deepens, a solitary journey through the abyss of despair. ",negative,2022-08-18 22:00:00,SolitaryDescent,Instagram,#Despair #AbyssOfHeartache,40,80,South Africa,2022,August,18,22,Thursday,-0.3182,"['Heartache', 'deepens,', 'a', 'solitary', 'journey', 'through', 'the', 'abyss', 'of', 'despair.']"
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",negative,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter,#Melancholy #QuietSerenade,18,35,UK,2017,March,12,23,Sunday,-0.4939,"['Melancholy', 'lingers,', 'a', 'bittersweet', 'serenade', 'in', 'the', 'quietude', 'of', 'solitude.']"
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",negative,2015-12-15 16:15:00,PoisonedHeart,Facebook,#Bitterness #WoundedHeart,25,50,Australia,2015,December,15,16,Tuesday,-0.5719,"['Bitterness', 'like', 'a', 'poison,', 'seeping', 'into', 'every', 'crevice', 'of', 'the', 'wounded', 'heart.']"
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",negative,2021-09-05 13:30:00,WearySoulCrushed,Instagram,#Exhaustion #CrushedSpirit,35,70,Canada,2021,September,5,13,Sunday,-0.6705,"['Emotional', 'exhaustion,', 'the', 'weight', 'of', 'the', 'world', 'crushing', 'weary', 'shoulders.']"
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",negative,2018-05-22 20:45:00,StringsOfSorrow,Twitter,#Sorrow #SymphonyOfLoss,18,35,Germany,2018,May,22,20,Tuesday,-0.7506,"['Sorrowful', 'echoes,', 'a', 'symphony', 'of', 'pain', 'played', 'by', 'the', 'strings', 'of', 'loss.']"
"Darkness descends, engulfing the soul in the shadows of despair.  ",negative,2016-07-10 18:20:00,SoulInShadow,Facebook,#Darkness #SoulEngulfed,28,55,USA,2016,July,10,18,Sunday,-0.5106,"['Darkness', 'descends,', 'engulfing', 'the', 'soul', 'in', 'the', 'shadows', 'of', 'despair.']"
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",neutral,2019-04-30 14:00:00,WhisperedDespair,Instagram,#Desperation #GlimmerOfHope,22,45,France,2019,April,30,14,Tuesday,-0.0258,"['Desperation', 'whispers,', 'the', 'silent', 'plea', 'for', 'a', 'glimmer', 'of', 'hope', 'in', 'the', 'abyss.']"
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",negative,2022-01-08 11:30:00,DreamsInWind,Twitter,#Ruins #ShatteredDreams,20,40,Brazil,2022,January,8,11,Saturday,-0.5106,"['Heart', 'in', 'ruins,', 'the', 'remnants', 'of', 'shattered', 'dreams', 'scattered', 'in', 'the', 'wind.']"
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",negative,2017-09-10 19:15:00,DreamEchoes,Twitter,#Desolation #ScatteredHope,20,40,Australia,2017,September,10,19,Sunday,-0.3182,"['Shattered', 'by', 'the', 'echoes', 'of', 'a', 'shattered', 'dream,', 'fragments', 'of', 'hope', 'scattered.']"
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",negative,2022-04-18 11:30:00,RemorseWalker,Instagram,#Regret #PathOfRemorse,25,50,Canada,2022,April,18,11,Monday,-0.743,"['Avoiding', 'the', 'thorns', 'of', 'regret,', 'walking', 'barefoot', 'on', 'the', 'path', 'of', 'remorse.']"
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",negative,2018-12-05 21:45:00,JoyLabyrinth,Facebook,#Grief #LostJoyFootsteps,18,35,USA,2018,December,5,21,Wednesday,-0.1779,"['In', 'the', 'labyrinth', 'of', 'grief,', 'the', 'walls', 'echo', 'with', 'the', 'footsteps', 'of', 'lost', 'joy.']"
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",negative,2016-06-28 14:20:00,SolitudeSeas,Twitter,#Loneliness #CrashingWaves,22,45,UK,2016,June,28,14,Tuesday,-0.4215,"['A', 'soul', 'adrift', 'in', 'the', 'sea', 'of', 'solitude,', 'waves', 'of', 'loneliness', 'crashing', 'relentlessly.']"
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",negative,2019-10-22 17:00:00,PalateStainer,Instagram,#Bitterness #StainedTrust,15,30,Germany,2019,October,22,17,Tuesday,-0.4939,"['The', 'bitterness', 'of', 'betrayal,', 'a', 'taste', 'that', 'lingers,', 'staining', 'the', 'palate', 'of', 'trust.']"
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",negative,2021-03-15 22:45:00,HopeRuins,Facebook,#Desolation #WhisperedLoss,28,55,Brazil,2021,March,15,22,Monday,-0.4019,"['In', 'the', 'ruins', 'of', 'hope,', 'echoes', 'of', 'shattered', 'dreams', 'whisper', 'tales', 'of', 'loss.']"
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",negative,2017-08-10 19:30:00,OceanSinker,Twitter,#Heartbreak #RippleOfDespair,22,45,France,2017,August,10,19,Thursday,-0.5267,"['Sinking', 'like', 'a', 'stone', 'in', 'the', 'ocean', 'of', 'heartbreak,', 'each', 'ripple', 'a', 'sigh', 'of', 'despair.']"
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",negative,2023-01-28 14:30:00,InkJournalist,Instagram,#Grief #SilentTears,30,60,India,2023,January,28,14,Saturday,-0.6249,"['Tears,', 'the', 'ink', 'staining', 'the', 'pages', 'of', 'a', 'journal,', 'a', 'testament', 'to', 'silent', 'grief.']"
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",positive,2016-12-12 10:00:00,TrustWasteland,Facebook,#Betrayal #ReverberatingPromises,25,50,Italy,2016,December,12,10,Monday,0.128,"['In', 'the', 'wasteland', 'of', 'lost', 'trust,', 'the', 'echoes', 'of', 'broken', 'promises', 'reverberate.']"
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",negative,2020-07-18 15:15:00,DreamTightrope,Twitter,#Resilience #TightropeWalk,35,70,Japan,2020,July,18,15,Saturday,-0.4215,"['Avoiding', 'the', 'shards', 'of', 'shattered', 'dreams,', 'walking', 'the', 'tightrope', 'of', 'resilience.']"
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",positive,2022-05-20 20:30:00,EchoedLaughter,Instagram,#Isolation #SilentSolitude,30,60,South Africa,2022,May,20,20,Friday,0.4939,"['Suffocating', 'in', 'the', 'silence', 'of', 'solitude,', 'where', 'echoes', 'of', 'laughter', 'once', 'thrived.']"
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",negative,2019-11-08 14:45:00,PossibilityGhost,Twitter,#Regret #FadingPossibilities,18,35,Spain,2019,November,8,14,Friday,-0.7717,"['Haunted', 'by', 'the', 'specter', 'of', 'lost', 'possibilities,', 'a', 'ghost', 'that', 'refuses', 'to', 'fade', 'away.']"
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",negative,2017-03-28 22:00:00,EndlessLabyrinth,Facebook,#Despair #EndlessReverberation,28,55,Australia,2017,March,28,22,Tuesday,-0.6597,"['In', 'the', 'labyrinth', 'of', 'despair,', 'the', 'echoes', 'of', 'a', 'broken', 'heart', 'reverberate', 'endlessly.']"
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",negative,2020-09-15 18:15:00,RiverOfSorrow,Instagram,#Sorrow #AutumnLeaves,22,45,Canada,2020,September,15,18,Tuesday,-0.2263,"['Sinking', 'like', 'autumn', 'leaves', 'in', 'the', 'river', 'of', 'sorrow,', 'carried', 'away', 'by', 'the', 'current.']"
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",negative,2018-06-10 13:30:00,DreamGardener,Twitter,#Desolation #ShatteredHopes,20,40,UK,2018,June,10,13,Sunday,-0.1779,"['In', 'the', 'garden', 'of', 'broken', 'dreams,', 'petals', 'fall,', 'a', 'silent', 'testimony', 'to', 'shattered', 'hopes.']"
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",negative,2016-12-22 21:45:00,CurrencyOfTears,Facebook,#Grief #LostLoveLonging,25,50,USA,2016,December,22,21,Thursday,-0.3182,"['Tears,', 'the', 'currency', 'of', 'grief,', 'spent', 'in', 'the', 'marketplace', 'of', 'lost', 'love', 'and', 'longing.']"
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",negative,2021-01-05 16:20:00,MazeWanderer,Instagram,#Betrayal #ClosingWalls,15,30,Germany,2021,January,5,16,Tuesday,-0.7845,"['Wandering', 'in', 'the', 'maze', 'of', 'betrayal,', 'the', 'walls', 'closing', 'in', 'with', 'every', 'wrong', 'turn.']"
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",negative,2019-04-18 11:00:00,StormSeeker,Twitter,#Heartbreak #CalmAfterStorm,22,45,Brazil,2019,April,18,11,Thursday,-0.34,"['A', 'soul', 'weathered', 'by', 'the', 'storm', 'of', 'heartbreak,', 'seeking', 'refuge', 'in', 'the', 'calm', 'after.']"
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",negative,2017-08-28 19:30:00,TapestrySorrow,Facebook,#Despair #UnraveledHope,18,35,India,2017,August,28,19,Monday,-0.4215,"['In', 'the', 'tapestry', 'of', 'despair,', 'threads', 'of', 'hope', 'unravel,', 'leaving', 'a', 'portrait', 'of', 'sorrow.']"
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",positive,2023-02-10 14:30:00,WitheredRose,Instagram,#Loss #SilentSurrender,28,55,France,2023,February,10,14,Friday,0.7717,"['Like', 'a', 'withered', 'rose', 'in', 'the', 'garden', 'of', 'love,', 'petals', 'fall,', 'a', 'silent', 'surrender', 'to', 'time.']"
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",positive,2022-07-10 22:15:00,LoveSongEcho,Instagram,#Heartache #LoveSongLonging,30,60,Japan,2022,July,10,22,Sunday,0.7579,"['In', 'the', 'void', 'of', 'heartache,', 'echoes', 'of', 'a', 'love', 'song', 'play,', 'each', 'note', 'a', 'pang', 'of', 'longing.']"
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",positive,2019-05-15 21:30:00,MoonlitMemories,Twitter,#Nostalgia #CherishedMemories,18,35,Italy,2019,May,15,21,Wednesday,0.4588,"['Nostalgia,', 'a', 'bittersweet', 'dance', 'in', 'the', 'moonlit', 'ballroom', 'of', 'cherished', 'memories.']"
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",negative,2018-11-28 14:00:00,SymphonyOfTears,Facebook,#Grief #MelancholicMelody,22,45,Germany,2018,November,28,14,Wednesday,-0.5423,"['In', 'the', 'symphony', 'of', 'grief,', 'each', 'tear', 'is', 'a', 'note,', 'composing', 'a', 'melancholic', 'melody.']"
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",negative,2021-03-02 17:45:00,VenomousGarden,Instagram,#Betrayal #PoisonedTrust,25,50,Canada,2021,March,2,17,Tuesday,-0.6486,"['Betrayal,', 'a', 'venomous', 'serpent', 'slithering', 'through', 'the', 'garden', 'of', 'trust,', 'poisoning', 'roots.']"
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",negative,2016-10-18 19:30:00,QuicksandFighter,Twitter,#Despair #DeepDescent,20,40,USA,2016,October,18,19,Tuesday,-0.5994,"['Sinking', 'in', 'the', 'quicksand', 'of', 'despair,', 'the', 'harder', 'you', 'fight,', 'the', 'deeper', 'you', 'descend.']"
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",negative,2020-08-15 12:30:00,DreamCemetery,Facebook,#Desolation #UntoldSorrows,28,55,France,2020,August,15,12,Saturday,-0.296,"['Wandering', 'through', 'the', 'cemetery', 'of', 'lost', 'dreams,', 'tombstones', 'marking', 'untold', 'sorrows.']"
"Swept away by the river of regret, the currents of the past refusing to release. ",negative,2017-04-28 16:20:00,RegretRiver,Instagram,#Regret #PastCurrents,18,35,UK,2017,April,28,16,Friday,-0.6705,"['Swept', 'away', 'by', 'the', 'river', 'of', 'regret,', 'the', 'currents', 'of', 'the', 'past', 'refusing', 'to', 'release.']"
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",positive,2019-09-10 21:00:00,HeartAttic,Twitter,#Loss #ForgottenLove,22,45,Australia,2019,September,10,21,Tuesday,0.128,"['Whispers', 'of', 'lost', 'love', 'linger', 'in', 'the', 'attic', 'of', 'the', 'heart,', 'forgotten', 'but', 'not', 'erased.']"
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",negative,2022-01-28 13:45:00,PromiseGallery,Facebook,#Betrayal #ShatteredVows,15,30,Brazil,2022,January,28,13,Friday,-0.7579,"['In', 'the', 'gallery', 'of', 'broken', 'promises,', 'each', 'shattered', 'vow', 'framed,', 'a', 'painful', 'exhibition.']"
"The echoes of solitude, a silent conversation between a soul and its shadows. ",neutral,2016-06-15 22:30:00,EchoedConversation,Instagram,#Solitude #ShadowConversation,30,60,Spain,2016,June,15,22,Wednesday,0.0,"['The', 'echoes', 'of', 'solitude,', 'a', 'silent', 'conversation', 'between', 'a', 'soul', 'and', 'its', 'shadows.']"
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",positive,2021-08-20 15:45:00,SunshineDancer,Instagram,#Joy #SimpleMoments,40,80,USA,2021,August,20,15,Friday,0.7906,"['Dancing', 'on', 'sunshine,', 'each', 'step', 'a', 'celebration', 'of', 'the', 'joy', 'found', 'in', 'simple', 'moments.']"
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",positive,2018-04-12 18:30:00,EchoedLaughter,Twitter,#Happiness #SpiritLifter,35,70,Canada,2018,April,12,18,Thursday,0.8176,"['Laughter', 'echoes', 'in', 'the', 'air,', 'a', 'chorus', 'of', 'happiness', 'that', 'lifts', 'the', 'spirit', 'higher.']"
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",positive,2022-02-15 12:20:00,GardenOfJoy,Facebook,#Contentment #InnerPeace,25,50,UK,2022,February,15,12,Tuesday,0.8689,"['In', 'the', 'garden', 'of', 'contentment,', 'each', 'bloom', 'whispers', 'tales', 'of', 'inner', 'peace', 'and', 'joy.']"
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",positive,2019-10-28 14:15:00,DreamChaser,Instagram,#Enthusiasm #HopefulJourney,30,60,Australia,2019,October,28,14,Monday,0.8979,"['Chasing', 'dreams', 'under', 'the', 'vibrant', 'sky,', 'a', 'journey', 'fueled', 'by', 'hope', 'and', 'enthusiasm.']"
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",positive,2017-12-22 21:00:00,StarSerenader,Twitter,#Gratitude #ThankfulMelody,22,45,India,2017,December,22,21,Friday,0.7506,"['Serenading', 'the', 'stars', 'with', 'a', 'heart', 'full', 'of', 'gratitude,', 'a', 'melody', 'of', 'thankfulness.']"
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",positive,2020-06-10 17:30:00,GlowAchiever,Facebook,#Accomplishment #HappinessMilestone,28,55,Germany,2020,June,10,17,Wednesday,0.5574,"['Basking', 'in', 'the', 'glow', 'of', 'accomplishment,', 'each', 'milestone', 'a', 'stepping', 'stone', 'to', 'happiness.']"
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",positive,2016-09-18 19:45:00,DanceHarmony,Instagram,#Positivity #SoulUpliftment,18,35,France,2016,September,18,19,Sunday,0.7184,"['In', 'the', 'dance', 'of', 'positivity,', 'every', 'step', 'is', 'a', 'rhythm,', 'uplifting', 'the', 'soul', 'in', 'harmony.']"
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",positive,2023-03-10 14:30:00,LaughterCup,Twitter,#Joy #CherishedMoment,20,40,Japan,2023,March,10,14,Friday,0.9413,"['Overflowing', 'with', 'joy,', 'a', 'cup', 'of', 'laughter', 'shared', 'with', 'friends,', 'a', 'moment', 'cherished.']"
"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",positive,2019-05-05 12:15:00,QuiltedCompassion,Facebook,#Kindness #LoveStitches,25,50,Brazil,2019,May,5,12,Sunday,0.9217,"['Draped', 'in', 'the', 'warmth', 'of', 'kindness,', 'a', 'quilt', 'of', 'compassion', 'stitched', 'with', 'love.']"
"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",positive,2018-08-28 16:00:00,FriendshipGarden,Instagram,#Friendship #CamaraderieBlooms,30,60,South Africa,2018,August,28,16,Tuesday,0.7506,"['In', 'the', 'garden', 'of', 'friendships,', 'each', 'bloom', 'a', 'testament', 'to', 'the', 'beauty', 'of', 'camaraderie.']"
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",positive,2022-11-15 20:45:00,MelodyOfLove,Twitter,#Love #RhythmOfAffection,35,70,USA,2022,November,15,20,Tuesday,0.872,"['In', 'the', 'embrace', 'of', 'love,', 'each', 'heartbeat', 'is', 'a', 'melody,', 'dancing', 'to', 'the', 'rhythm', 'of', 'affection.']"
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",positive,2019-07-02 17:00:00,ColorfulLaughter,Instagram,#Joy #EndlessSmiles,40,80,Canada,2019,July,2,17,Tuesday,0.8779,"['Surrounded', 'by', 'the', 'colors', 'of', 'joy,', 'a', 'canvas', 'painted', 'with', 'laughter', 'and', 'endless', 'smiles.']"
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",positive,2021-04-18 14:20:00,SymphonyFervor,Facebook,#Excitement #IgnitedSoul,30,60,UK,2021,April,18,14,Sunday,0.6486,"['In', 'the', 'symphony', 'of', 'excitement,', 'each', 'note', 'is', 'a', 'burst', 'of', 'energy,', 'igniting', 'the', 'soul', 'with', 'fervor.']"
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",positive,2023-02-05 19:30:00,WrappedDelight,Twitter,#Surprise #WonderfulMoment,25,50,Australia,2023,February,5,19,Sunday,0.8519,"['A', 'surprise', 'gift,', 'wrapped', 'in', 'anticipation,', 'unfolds', 'a', 'moment', 'of', 'delight', 'and', 'wonder.']"
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",positive,2018-09-22 12:45:00,MazeDiscovery,Instagram,#Curiosity #TreasuresOfDiscovery,22,45,India,2018,September,22,12,Saturday,0.128,"['Lost', 'in', 'the', 'maze', 'of', 'curiosity,', 'each', 'twist', 'and', 'turn', 'unveils', 'the', 'treasures', 'of', 'discovery.']"
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",positive,2016-12-10 21:15:00,CloudsOfBlessings,Facebook,#Gratitude #ShowerOfThankfulness,28,55,Germany,2016,December,10,21,Saturday,0.8625,"['Floating', 'on', 'clouds', 'of', 'gratitude,', 'each', 'raindrop', 'a', 'blessing,', 'a', 'shower', 'of', 'thankfulness.']"
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",positive,2020-05-28 16:00:00,CometCreativity,Twitter,#Inspiration #BrilliantTrails,18,35,France,2020,May,28,16,Thursday,0.9081,"['Like', 'a', 'comet', 'of', 'inspiration,', 'streaking', 'through', 'the', 'sky', 'of', 'creativity,', 'leaving', 'trails', 'of', 'brilliance.']"
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",positive,2017-11-15 22:30:00,FireworksTriumph,Instagram,#Success #NightSkyTriumph,22,45,Japan,2017,November,15,22,Wednesday,0.7783,"['In', 'the', 'celebration', 'of', 'success,', 'fireworks', 'of', 'accomplishment', 'light', 'up', 'the', 'night', 'sky', 'of', 'triumph.']"
"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",positive,2021-08-02 19:00:00,LaughterSymphony,Facebook,#Happiness #BoundlessLaughter,30,60,Brazil,2021,August,2,19,Monday,0.7783,"['A', 'symphony', 'of', 'laughter,', 'each', 'note', 'a', 'key', 'to', 'unlocking', 'the', 'door', 'of', 'boundless', 'happiness.']"
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",positive,2019-03-28 15:30:00,EmotionCarnival,Instagram,#Thrill #WildHeartRide,35,70,South Africa,2019,March,28,15,Thursday,0.3612,"['In', 'the', 'carnival', 'of', 'emotions,', 'the', 'rollercoaster', 'of', 'thrill', 'sends', 'the', 'heart', 'on', 'a', 'wild', 'ride.']"
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",positive,2018-05-12 17:30:00,ParisDreamer,Twitter,#Reflection #ParisianDreams,28,55,France,2018,May,12,17,Saturday,0.872,"['Standing', 'before', 'the', 'grandeur', 'of', 'the', 'Eiffel', 'Tower,', 'a', 'moment', 'to', 'reflect', 'on', 'the', 'beauty', 'of', 'Parisian', 'dreams.']"
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",negative,2022-09-28 15:45:00,DisneylandExplorer,Instagram,#Enchantment #ChildhoodFantasies,30,60,USA,2022,September,28,15,Wednesday,-0.3182,"['Lost', 'in', 'the', 'enchantment', 'of', 'Disneyland,', 'each', 'ride', 'a', 'journey', 'into', 'the', 'realm', 'of', 'childhood', 'fantasies.']"
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",positive,2019-11-10 14:00:00,FerrariSpeedster,Facebook,#Excitement #SymphonyOfSpeed,22,45,Italy,2019,November,10,14,Sunday,0.296,"['Exploring', 'the', 'wonders', 'of', 'Ferrari', 'World,', 'the', 'roar', 'of', 'engines', 'creating', 'a', 'symphony', 'of', 'speed.']"
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",positive,2021-04-02 18:20:00,KeukenhofAdventurer,Instagram,#Joy #SpringtimeColors,35,70,Netherlands,2021,April,2,18,Friday,0.5859,"['Amidst', 'the', 'tulip', 'fields', 'of', 'Keukenhof,', 'a', 'tapestry', 'of', 'colors', 'that', 'paints', 'the', 'soul', 'with', 'springtime', 'joy.']"
